"TOA5","44341","CR1000X","44341","CR1000X.Std.06.01","CPU:ICECAPS-MELT.CR1X","22086","sci"
"TIMESTAMP","scantime","PTemp_Avg","batt_volt_Avg","amp_meter_12vdc_Avg","watts_on_12vdc_Avg","vaisala_RH_Avg","vaisala_RH_Std","vaisala_T_Avg","vaisala_T_Std","vaisala_P_Avg","vaisala_P_Std","metek_x_Avg(1)","metek_x_Std(1)","metek_y_Avg(1)","metek_y_Std(1)","metek_z_Avg(1)","metek_z_Std(1)","metek_T_Avg(1)","metek_T_Std(1)","sr30_swu_DegC_Avg","sr30_swu_DegC_Std","sr30_swu_IrrC_Avg","sr30_swu_IrrC_Std","sr30_swu_Irr_Avg","sr30_swu_Irr_Std","sr30_swd_DegC_Avg","sr30_swd_DegC_Std","sr30_swd_IrrC_Avg","sr30_swd_IrrC_Std","sr30_swd_Irr_Avg","sr30_swd_Irr_Std","spn1_tot_Avg","spn1_tot_Std","spn1_dif_Avg","spn1_dif_Std","ir20_lwu_DegC_Avg","ir20_lwu_DegC_Std","ir20_lwu_Wm2_Avg","ir20_lwu_Wm2_Std","ir20_lwu_mV_Avg","ir20_lwu_mV_Std","ir20_lwd_DegC_Avg","ir20_lwd_DegC_Std","ir20_lwd_Wm2_Avg","ir20_lwd_Wm2_Std","ir20_lwd_mV_Avg","ir20_lwd_mV_Std","snowd_current_Avg","snowd_current_Std","snowd_dist_Avg","snowd_dist_Std","apogee_body_T_Avg","apogee_body_T_Std","apogee_targ_T_Avg","apogee_targ_T_Std","fp_A_mV_Avg","fp_A_mV_Std","fp_A_Wm2_Avg","fp_A_Wm2_Std","fp_B_mV_Avg","fp_B_mV_Std","fp_B_Wm2_Avg","fp_B_Wm2_Std","fp_C_mV_Avg","fp_C_mV_Std","fp_C_Wm2_Avg","fp_C_Wm2_Std","sr50_dist_Avg","sr50_dist_Std","sr50_qc_Avg","licor_co2_out_Avg","licor_co2_out_Std","licor_h2o_out_Avg","licor_h2o_out_Std","licor_t_out_Avg","licor_t_out_Std","licor_co2_str_out_Avg","licor_co2_str_out_Std","metek_InclX_Avg(1)","metek_InclY_Avg(1)","sr30_swd_tilt_Avg","sr30_swu_tilt_Avg","sr30_swu_fantach_Avg","sr30_swu_heatA_Avg","sr30_swd_fantach_Avg","sr30_swd_heatA_Avg","ir20_lwu_fan_Avg","ir20_lwd_fan_Avg"
"TS","","degC","V","A","W","%","%","degC","degC","hPa","hPa","m/s","m/s","m/s","m/s","m/s","m/s","degC","degC","degC","degC","Wm2","Wm2","Wm2","Wm2","degC","degC","Wm2","Wm2","Wm2","Wm2","Wm2","Wm2","Wm2","Wm2","degC","degC","Wm2","Wm2","mV","mV","degC","degC","Wm2","Wm2","mV","mV","mA","mA","m","m","degC","degC","degC","degC","mV","mV","Wm2","Wm2","mV","mV","Wm2","Wm2","mV","mV","Wm2","Wm2","m","m","code","mmol/m3","mmol/m3","mmol/m3","mmol/m3","degC","degC","","","deg","deg","deg","deg","Hz","mA","Hz","mA","mV","mV"
"","Smp","Avg","Avg","Avg","Avg","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Avg","Std","Avg","Std","Avg","Std","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2024-05-17 16:31:00",3.866,-5.472102,12.3916,4.13665,51.25971,66.92139,0.3229548,-15.01317,0.02721975,781.0261,0.008637044,1.161,0.2277301,4.3155,0.4053364,0.2403333,0.08712762,-12.99167,0.09312285,-7.701666,0.01462493,635.1233,1.065486,631.1866,1.060024,-6.729999,0.01290993,766.4,1.326725,761.3316,1.309371,748.3,1.461729,81.13333,0.5962842,-11.33115,0.004308473,260.721,0.09647882,-0.06787927,0.00111753,-12.15242,0.005022985,179.8178,0.1609611,-1.04692,0.002041807,43,0,0.763,0,-9.8193,0.01241753,-13.94995,0.06021194,0.02494049,4.848222e-05,0.386016,0.0007503815,-0.04488241,6.708879e-05,-0.6989942,0.001044836,-0.01653872,8.467998e-05,-0.2686165,0.001375341,1.964667,0.0004714265,193,78.19711,0.004370755,98.07938,0.01955874,-12.54665,0.01470762,0.8598006,0.04398435,-0.02783333,0.1695,0.212,179.1,162.3,293.8,150.8,293.8,146.1,201.6
"2024-05-17 16:32:00",3.926,-5.300222,12.42249,4.09061,50.81579,65.59847,0.3608706,-15.01373,0.04457706,781.0573,0.008637044,1.736167,0.2434279,4.164166,0.4447161,0.2263333,0.1827354,-12.98883,0.09409806,-7.686666,0.01490709,633.7533,0.3105727,629.83,0.3108052,-6.706666,0.01105536,764.6682,0.4123559,759.625,0.4098715,746.9499,1.122119,81.4,0.9237596,-11.31969,0.002952001,260.7652,0.1408491,-0.06790626,0.001554431,-12.14163,0.002480637,179.8939,0.2862171,-1.046471,0.003504928,44,0.4472138,0.7713333,0.003726776,-9.798699,0.004737931,-14.03708,0.0534248,0.02485809,2.72387e-05,0.3847406,0.0004215782,-0.04491171,3.453902e-05,-0.6994503,0.0005379131,-0.01634204,3.345012e-05,-0.2654221,0.0005432851,1.964167,0.0003726953,193,78.20316,0.006865164,98.08238,0.02407222,-12.59443,0.01474507,0.859541,0.01796735,-0.054,0.246,0.138,179.1,162.3,294.5,151.1,294.5,147.1,203.1
"2024-05-17 16:33:00",3.942,-5.121378,12.42579,4.083621,50.74223,65.79948,0.3412457,-15.00067,0.03087916,781.082,0.00390625,2.279,0.5500875,3.537,0.2625744,0.2213333,0.1596054,-12.93133,0.06403047,-7.688333,0.01863388,634.7534,1.093134,630.8267,1.086951,-6.711666,0.01950784,765.8483,1.315286,760.795,1.308597,748.8333,0.8137792,82.46666,1.508493,-11.30881,0.003968475,261.0066,0.108695,-0.06556137,0.00123994,-12.13172,0.003817073,180.2687,0.1289079,-1.042228,0.001519005,44.2,0,0.773,0,-9.86645,0.05421154,-14.38362,0.2005158,0.02483492,3.883295e-05,0.384382,0.0006010383,-0.04490532,5.92673e-05,-0.6993508,0.0009230338,-0.01623975,8.756004e-05,-0.2637608,0.001422124,1.964167,0.0003726954,193,78.20722,0.006714551,98.08633,0.01726364,-12.58217,0.02853357,0.8756418,0.03385657,-0.0485,0.3023333,0.178,179.1,162.3,293.3,151.2,293.7,146.8,202.9
"2024-05-17 16:34:00",3.902,-4.941228,12.41926,4.076642,50.62891,66.70084,0.360753,-14.89103,0.03608462,781.0911,0.003682848,1.906167,0.2286886,3.429166,0.4423269,0.349,0.2124469,-12.86967,0.1714415,-7.693333,0.01490712,636.9766,0.2363472,633.0333,0.2345672,-6.658333,0.01343719,768.515,0.2860389,763.4749,0.2880217,751.8499,0.4924311,83,0,-11.29403,0.005366596,261.1722,0.1059633,-0.06430476,0.001304804,-12.11498,0.005746595,180.3636,0.1358701,-1.041824,0.00176332,44.2,0,0.773,0,-10.0169,0.01862354,-14.11688,0.08732247,0.02483287,4.286164e-05,0.3843503,0.0006633869,-0.04490792,5.418775e-05,-0.6993914,0.000843921,-0.01618985,3.686254e-05,-0.2629503,0.0005987059,1.964167,0.0006871826,193,78.2078,0.0027386,98.08185,0.02086416,-12.51123,0.03326693,0.8809678,0.04458794,-0.07499999,0.1505,0.14,179,162.3,294.2,151.3,294.2,145.4,203.6
"2024-05-17 16:35:00",3.869,-4.761759,12.42505,4.071061,50.58313,66.69938,0.5322476,-14.83271,0.05221473,781.0846,0.002911547,1.909833,0.2740166,3.066333,0.3030355,0.1683333,0.2925809,-12.803,0.1191905,-7.651666,0.02409469,636.9133,0.2380295,632.99,0.2247265,-6.603333,0.02357022,768.395,0.294323,763.3899,0.2807773,750.8833,0.681713,83,0.9237595,-11.27609,0.006384912,261.4132,0.2507387,-0.06230546,0.002745812,-12.09674,0.005988303,180.7482,0.2041901,-1.037852,0.002336977,44.2,0,0.773,0,-10.06443,0.005022911,-13.90177,0.08842602,0.02479223,2.83972e-05,0.3837213,0.0004395143,-0.04489449,5.403188e-05,-0.6991822,0.0008414983,-0.01610648,5.522738e-05,-0.2615962,0.0008969854,1.963167,0.0003726509,193,78.21031,0.004915215,98.08115,0.01434207,-12.42682,0.07269639,0.9237648,0.03020998,-0.07683333,0.2331666,0.123,179.1,162.3,293.2,151.4,293.2,143.5,201.5
"2024-05-17 16:36:00",3.951,-4.58428,12.42015,4.041939,50.20161,67.43326,0.5683118,-14.79789,0.04207096,781.0846,0.002911547,1.954167,0.2762236,3.499666,0.2239722,0.367,0.09018868,-12.7815,0.03474075,-7.6,0.01290993,636.54,0.04123185,632.645,0.04463065,-6.518334,0.03435929,767.9866,0.06156173,763.035,0.06752637,750.15,0.5937229,82.46666,0.7542466,-11.24971,0.007081781,261.3419,0.03877863,-0.06442434,0.0004726061,-12.07173,0.007490532,180.5451,0.1533461,-1.041584,0.001635535,44.2,0,0.773,0,-10.05157,0.008072668,-13.84648,0.0834799,0.02475975,4.744444e-05,0.3832184,0.0007343171,-0.04493222,7.754147e-05,-0.6997699,0.001207615,-0.01603396,7.815805e-05,-0.2604184,0.001269422,1.964,0.0005773428,193,78.21254,0.003695515,98.08509,0.01034671,-12.37723,0.03104843,0.899045,0.02334186,-0.07416666,0.2163333,0.197,179.1,162.3,293.2,151.5,293.2,146.6,204.3
"2024-05-17 16:37:00",3.919,-4.408834,12.4083,4.04045,50.1351,66.23209,0.478976,-14.81556,0.01129653,781.0886,0.005823094,1.930667,0.1552628,3.699,0.2684741,0.3453333,0.1473699,-12.872,0.1183158,-7.55,0.01732058,636.5817,0.0371515,632.7083,0.04016858,-6.463333,0.02748729,768.0766,0.07062999,763.1534,0.07179723,750.9666,0.4642904,84.33333,0.5962842,-11.22551,0.007193537,261.3312,0.1685858,-0.06571807,0.002301312,-12.04892,0.00657619,180.6751,0.1971734,-1.041027,0.002600432,44.2,0,0.773,0,-10.05167,0.007045922,-14.0122,0.104466,0.02473226,5.574832e-05,0.3827931,0.0008628424,-0.04489661,5.501432e-05,-0.6992152,0.0008567915,-0.01594088,6.804309e-05,-0.2589065,0.00110513,1.9635,0.0004999638,193,78.21195,0.005797008,98.07059,0.02031528,-12.41417,0.04003296,0.8796031,0.04671007,-0.02916667,0.233,0.152,179.1,162.3,293.3,151.4,293.3,148.5,204.2
"2024-05-17 16:38:00",3.879,-4.236343,12.42732,4.040948,50.21822,65.51742,0.2370248,-14.88148,0.02211507,781.0964,0.005823094,2.701166,0.3028538,3.8045,0.3979852,0.141,0.1757166,-12.9515,0.06708386,-7.563333,0.01699675,636.645,0.1209435,632.7667,0.1167042,-6.443333,0.01598612,768.1083,0.1858594,763.195,0.1807156,751.3166,0.5580255,85.13333,0.7542466,-11.20637,0.00454959,261.2631,0.1070247,-0.06745065,0.001388974,-12.03102,0.003023077,180.8398,0.05757912,-1.039802,0.0006657426,44.2,0,0.773,0,-10.14695,0.04569003,-14.26463,0.1003149,0.02469841,2.406442e-05,0.3822692,0.000372447,-0.04489352,2.558357e-05,-0.699167,0.000398437,-0.01578155,4.254334e-05,-0.2563188,0.0006909775,1.964,0,193,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",-0.022,0.1096667,0.192,179.1,162.3,293.8,151.3,293.2,146.3,203.6
"2024-05-17 16:39:00",3.873,-4.067358,12.40809,4.043073,50.16712,65.43783,0.1627588,-14.85334,0.005633495,781.1016,0.004510549,1.9235,0.4041914,3.738833,0.1513764,0.268,0.268484,-12.86633,0.07793531,-7.58,0.01290993,636.4283,0.1682806,632.5433,0.172306,-6.471666,0.01950778,767.7717,0.2554365,762.8466,0.2564957,750.4834,0.542884,84.6,0.9237595,-11.19225,0.003452029,261.2724,0.06504566,-0.06802019,0.0006800588,-12.02287,0.001982521,180.961,0.1601112,-1.038664,0.001968338,44.2,0,0.773,0,-10.27267,0.01439322,-14.01093,0.1295176,0.02465442,6.643321e-05,0.3815882,0.001028221,-0.04489167,3.778861e-05,-0.6991383,0.0005885166,-0.0156493,3.589042e-05,-0.2541708,0.0005829186,1.963833,0.000372651,193,"NAN","NAN","NAN","NAN","NAN","NAN",17.08946,36.21624,0.025,0.2396667,0.205,179,162.3,293,151.4,293,146.7,205.3
